,productivity,utility,coverage,harmonic_mean
střediska Špindlerův,0.3,0.2,0.0013,0.0026
státních literárních,0.3,0.2,0.0013,0.0026
politická kampaň,0.3,0.2,0.0013,0.0026
politice a,0.3,0.2,0.0013,0.0026
komunistikcou propagandou,0.3,0.2,0.0013,0.0026
korun v,0.3,0.2,0.0013,0.0026
korupce při,0.3,0.2,0.0013,0.0026
koupit elektrárny,0.3,0.2,0.0013,0.0026
koupit slovenské,0.3,0.2,0.0013,0.0026
staví nové,0.3,0.2,0.0013,0.0026
plácku poblíž,0.3,0.2,0.0013,0.0026
kraji zemřel,0.3,0.2,0.0013,0.0026
protiraketových střel,0.3,0.2,0.0013,0.0026
"protějšek, aby",0.3,0.2,0.0013,0.0026
planety politická,0.3,0.2,0.0013,0.0026
peněžitou odměnu,0.3,0.2,0.0013,0.0026
krkonošského střediska,0.3,0.2,0.0013,0.0026
peníze na,0.3,0.2,0.0013,0.0026
parlamentních volbách,0.3,0.2,0.0013,0.0026
parkem bojových,0.3,0.2,0.0013,0.0026
která by,0.3,0.2,0.0013,0.0026
"panely autorádií,",0.3,0.2,0.0013,0.0026
korun na,0.3,0.2,0.0013,0.0026
končí v,0.3,0.2,0.0013,0.0026
poblíž Staroměstského,0.3,0.2,0.0013,0.0026
stále unikají,0.3,0.2,0.0013,0.0026
policisté proti,0.3,0.2,0.0013,0.0026
pohádky nebyla,0.3,0.2,0.0013,0.0026
stát šíří,0.3,0.2,0.0013,0.0026
pohraniční stráž,0.3,0.2,0.0013,0.0026
podpořil jeho,0.3,0.2,0.0013,0.0026
podporují vybudování,0.3,0.2,0.0013,0.0026
podporují umístění,0.3,0.2,0.0013,0.0026
podporu britské,0.3,0.2,0.0013,0.0026
podařilo vybudovat,0.3,0.2,0.0013,0.0026
podnítila další,0.3,0.2,0.0013,0.0026
stále menší,0.3,0.2,0.0013,0.0026
kontrolovat britští,0.3,0.2,0.0013,0.0026
prohlášení Iráku,0.3,0.2,0.0013,0.0026
prohrává se,0.3,0.2,0.0013,0.0026
podle slovenského,0.3,0.2,0.0013,0.0026
promítané filmy,0.3,0.2,0.0013,0.0026
propustil ruského,0.3,0.2,0.0013,0.0026
o vypořádání,0.3,0.2,0.0013,0.0026
okupované země,0.3,0.2,0.0013,0.0026
ohledně zbavení,0.3,0.2,0.0013,0.0026
nejlepší němé,0.3,0.2,0.0013,0.0026
rámci festivalu,0.3,0.2,0.0013,0.0026
nedůvěřuje Rusku,0.3,0.2,0.0013,0.0026
rámci muzejní,0.3,0.2,0.0013,0.0026
nechává chátrat,0.3,0.2,0.0013,0.0026
si vyžádalo,0.3,0.2,0.0013,0.0026
s automobily,0.3,0.2,0.0013,0.0026
nebyla v,0.3,0.2,0.0013,0.0026
s bankou,0.3,0.2,0.0013,0.0026
mimopražských divadel,0.3,0.2,0.0013,0.0026
nebude naslouchat,0.3,0.2,0.0013,0.0026
s cílem,0.3,0.2,0.0013,0.0026
s jejich,0.3,0.2,0.0013,0.0026
navštívila mešitu,0.3,0.2,0.0013,0.0026
s kvalitním,0.3,0.2,0.0013,0.0026
navigační systémy,0.3,0.2,0.0013,0.0026
ministerstva obrany,0.3,0.2,0.0013,0.0026
naslouchat dětskému,0.3,0.2,0.0013,0.0026
narozenin Sigmunda,0.3,0.2,0.0013,0.0026
naplánováno slavnostní,0.3,0.2,0.0013,0.0026
napadli americké,0.3,0.2,0.0013,0.0026
minulost se,0.3,0.2,0.0013,0.0026
nadužívání freonů,0.3,0.2,0.0013,0.0026
nejméně filmových,0.3,0.2,0.0013,0.0026
nejnižší výši,0.3,0.2,0.0013,0.0026
největšího krkonošského,0.3,0.2,0.0013,0.0026
mezi festivaly,0.3,0.2,0.0013,0.0026
nepřímé účasti,0.3,0.2,0.0013,0.0026
metropolí únosů,0.3,0.2,0.0013,0.0026
nepřátelskému útoku,0.3,0.2,0.0013,0.0026
nepracuje pro,0.3,0.2,0.0013,0.0026
mexické armádě,0.3,0.2,0.0013,0.0026
ropného průmyslu,0.3,0.2,0.0013,0.0026
neoceňuje studenty,0.3,0.2,0.0013,0.0026
není podle,0.3,0.2,0.0013,0.0026
není mezi,0.3,0.2,0.0013,0.0026
nenavštěvoval okupované,0.3,0.2,0.0013,0.0026
rozhodlo o,0.3,0.2,0.0013,0.0026
situaci v,0.3,0.2,0.0013,0.0026
skončila v,0.3,0.2,0.0013,0.0026
mezi živými,0.3,0.2,0.0013,0.0026
rozporuje prohlášení,0.3,0.2,0.0013,0.0026
rozpočtu Národního,0.3,0.2,0.0013,0.0026
mešitu a,0.3,0.2,0.0013,0.0026
roční podmínku,0.3,0.2,0.0013,0.0026
ruského exministra,0.3,0.2,0.0013,0.0026
ruský voják,0.3,0.2,0.0013,0.0026
skladu vojenské,0.3,0.2,0.0013,0.0026
nejúspěšnější hrou,0.3,0.2,0.0013,0.0026
nad Oslavou,0.3,0.2,0.0013,0.0026
minulé sezony,0.3,0.2,0.0013,0.0026
sestavování vlády,0.3,0.2,0.0013,0.0026
se podařilo,0.3,0.2,0.0013,0.0026
se nepřátelskému,0.3,0.2,0.0013,0.0026
se válečných,0.3,0.2,0.0013,0.0026
na Irák,0.3,0.2,0.0013,0.0026
má tradici,0.3,0.2,0.0013,0.0026
na Chrudimsku,0.3,0.2,0.0013,0.0026
na Blízkém,0.3,0.2,0.0013,0.0026
na 13,0.3,0.2,0.0013,0.0026
má zakázaný,0.3,0.2,0.0013,0.0026
má účet,0.3,0.2,0.0013,0.0026
se plánuje,0.3,0.2,0.0013,0.0026
městě Baham,0.3,0.2,0.0013,0.0026
muzeí a,0.3,0.2,0.0013,0.0026
se tradičně,0.3,0.2,0.0013,0.0026
městské informační,0.3,0.2,0.0013,0.0026
se staví,0.3,0.2,0.0013,0.0026
mít přístup,0.3,0.2,0.0013,0.0026
se referendu,0.3,0.2,0.0013,0.0026
"města, kterého",0.3,0.2,0.0013,0.0026
města nebude,0.3,0.2,0.0013,0.0026
města chystají,0.3,0.2,0.0013,0.0026
se společnost,0.3,0.2,0.0013,0.0026
měla redefinovat,0.3,0.2,0.0013,0.0026
na Kubě,0.3,0.2,0.0013,0.0026
na Twitteru,0.3,0.2,0.0013,0.0026
s vylepšeným,0.3,0.2,0.0013,0.0026
mluvčím prezidenta,0.3,0.2,0.0013,0.0026
na vytvoření,0.3,0.2,0.0013,0.0026
sdělil ČTK,0.3,0.2,0.0013,0.0026
na světě,0.3,0.2,0.0013,0.0026
seniorní akademiky,0.3,0.2,0.0013,0.0026
se 24,0.3,0.2,0.0013,0.0026
senegalská kampaň,0.3,0.2,0.0013,0.0026
se Sandersem,0.3,0.2,0.0013,0.0026
na sestavování,0.3,0.2,0.0013,0.0026
na roční,0.3,0.2,0.0013,0.0026
na předávání,0.3,0.2,0.0013,0.0026
se dohodli,0.3,0.2,0.0013,0.0026
na Ukrajině,0.3,0.2,0.0013,0.0026
mnohá tabu,0.3,0.2,0.0013,0.0026
"se domnívá,",0.3,0.2,0.0013,0.0026
na pondělním,0.3,0.2,0.0013,0.0026
se k,0.3,0.2,0.0013,0.0026
na minulost,0.3,0.2,0.0013,0.0026
na literární,0.3,0.2,0.0013,0.0026
se květinová,0.3,0.2,0.0013,0.0026
muslimové napadli,0.3,0.2,0.0013,0.0026
muzea v,0.3,0.2,0.0013,0.0026
muzejní noci,0.3,0.2,0.0013,0.0026
roku 2020,0.3,0.2,0.0013,0.0026
roku 2004,0.3,0.2,0.0013,0.0026
neumí zacházet,0.3,0.2,0.0013,0.0026
příležitosti 151,0.3,0.2,0.0013,0.0026
"převrat, při",0.3,0.2,0.0013,0.0026
při kterém,0.3,0.2,0.0013,0.0026
při privatizaci,0.3,0.2,0.0013,0.0026
při převozu,0.3,0.2,0.0013,0.0026
oceňuje pouze,0.3,0.2,0.0013,0.0026
připraveni bránit,0.3,0.2,0.0013,0.0026
obvinění z,0.3,0.2,0.0013,0.0026
obrany nezpůsobilý,0.3,0.2,0.0013,0.0026
přivezla do,0.3,0.2,0.0013,0.0026
letošních parlamentních,0.3,0.2,0.0013,0.0026
objekty po,0.3,0.2,0.0013,0.0026
soutěže Brněnská,0.3,0.2,0.0013,0.0026
přímé i,0.3,0.2,0.0013,0.0026
případě obvinění,0.3,0.2,0.0013,0.0026
obchodu díky,0.3,0.2,0.0013,0.0026
případě soutěžních,0.3,0.2,0.0013,0.0026
případě útoku,0.3,0.2,0.0013,0.0026
o změně,0.3,0.2,0.0013,0.0026
lidé používali,0.3,0.2,0.0013,0.0026
sochy v,0.3,0.2,0.0013,0.0026
o zbraních,0.3,0.2,0.0013,0.0026
o víkendu,0.3,0.2,0.0013,0.0026
převozu do,0.3,0.2,0.0013,0.0026
let 20,0.3,0.2,0.0013,0.0026
o vodním,0.3,0.2,0.0013,0.0026
soutěží o,0.3,0.2,0.0013,0.0026
spojencům NATO,0.3,0.2,0.0013,0.0026
předávání českých,0.3,0.2,0.0013,0.0026
kvalitním válečným,0.3,0.2,0.0013,0.0026
odvykací kúry,0.3,0.2,0.0013,0.0026
kvarteto nikdy,0.3,0.2,0.0013,0.0026
odvykací kúru,0.3,0.2,0.0013,0.0026
odměnu navrhoval,0.3,0.2,0.0013,0.0026
květinová slavnost,0.3,0.2,0.0013,0.0026
současných malířů,0.3,0.2,0.0013,0.0026
přehlídkám amatérského,0.3,0.2,0.0013,0.0026
přehřátí organismu,0.3,0.2,0.0013,0.0026
lehčí letadla,0.3,0.2,0.0013,0.0026
kvůli blížícímu,0.3,0.2,0.0013,0.0026
soutěžních filmů,0.3,0.2,0.0013,0.0026
kúru proti,0.3,0.2,0.0013,0.0026
odehrála tanková,0.3,0.2,0.0013,0.0026
odchází z,0.3,0.2,0.0013,0.0026
odborářů vláda,0.3,0.2,0.0013,0.0026
přestali kontrolovat,0.3,0.2,0.0013,0.0026
lanovky a,0.3,0.2,0.0013,0.0026
latinskoamerickému obchodu,0.3,0.2,0.0013,0.0026
převozu 37,0.3,0.2,0.0013,0.0026
města a,0.3,0.2,0.0013,0.0026
o tom,0.3,0.2,0.0013,0.0026
menší a,0.3,0.2,0.0013,0.0026
roce americké,0.3,0.2,0.0013,0.0026
nizozemské zeleniny,0.3,0.2,0.0013,0.0026
nikdy nezískalo,0.3,0.2,0.0013,0.0026
nikdo nezemřel,0.3,0.2,0.0013,0.0026
roce 1997,0.3,0.2,0.0013,0.0026
než dva,0.3,0.2,0.0013,0.0026
líčen soudní,0.3,0.2,0.0013,0.0026
"majetku města,",0.3,0.2,0.0013,0.0026
než 70%,0.3,0.2,0.0013,0.0026
než 160,0.3,0.2,0.0013,0.0026
nezískalo žádnou,0.3,0.2,0.0013,0.0026
nezrušil trest,0.3,0.2,0.0013,0.0026
nové nákupní,0.3,0.2,0.0013,0.0026
nezpůsobilý pro,0.3,0.2,0.0013,0.0026
rok je,0.3,0.2,0.0013,0.0026
slovenského ministerstva,0.3,0.2,0.0013,0.0026
slovenské elektrárny,0.3,0.2,0.0013,0.0026
manufaktura přivezla,0.3,0.2,0.0013,0.0026
roku 1960,0.3,0.2,0.0013,0.0026
nevinný v,0.3,0.2,0.0013,0.0026
slavnostní představení,0.3,0.2,0.0013,0.0026
"maďarský protějšek,",0.3,0.2,0.0013,0.0026
slavnost v,0.3,0.2,0.0013,0.0026
novou dohodu,0.3,0.2,0.0013,0.0026
nové politické,0.3,0.2,0.0013,0.0026
lingvistiky ve,0.3,0.2,0.0013,0.0026
regionálních divadel,0.3,0.2,0.0013,0.0026
raketoplánů Challenger,0.3,0.2,0.0013,0.0026
literární předloze,0.3,0.2,0.0013,0.0026
o nejlepší,0.3,0.2,0.0013,0.0026
literárních cen,0.3,0.2,0.0013,0.0026
o Náhorní,0.3,0.2,0.0013,0.0026
o Neználkovi,0.3,0.2,0.0013,0.0026
němé představení,0.3,0.2,0.0013,0.0026
redefinovat vztah,0.3,0.2,0.0013,0.0026
názoru na,0.3,0.2,0.0013,0.0026
"návrh dohody,",0.3,0.2,0.0013,0.0026
snadněji získá,0.3,0.2,0.0013,0.0026
republice je,0.3,0.2,0.0013,0.0026
nákupní centrum,0.3,0.2,0.0013,0.0026
nákladů z,0.3,0.2,0.0013,0.0026
nákladů odvykací,0.3,0.2,0.0013,0.0026
rekonstrukci vlakového,0.3,0.2,0.0013,0.0026
létají stále,0.3,0.2,0.0013,0.0026
nádraží v,0.3,0.2,0.0013,0.0026
rekordně nejméně,0.3,0.2,0.0013,0.0026
republice byl,0.3,0.2,0.0013,0.0026
lídr Evropské,0.3,0.2,0.0013,0.0026
lístky k,0.3,0.2,0.0013,0.0026
v politice,0.3,0.2,0.0013,0.0026
premiér Boris,0.3,0.2,0.0013,0.0026
k situaci,0.3,0.2,0.0013,0.0026
Postoloprt nechává,0.3,0.2,0.0013,0.0026
Praze uvedena,0.3,0.2,0.0013,0.0026
Praze soutěží,0.3,0.2,0.0013,0.0026
zabránit přímé,0.3,0.2,0.0013,0.0026
Prahy létají,0.3,0.2,0.0013,0.0026
zachraňuje církevní,0.3,0.2,0.0013,0.0026
Pořadatelem soutěže,0.3,0.2,0.0013,0.0026
Povodí Moravy,0.3,0.2,0.0013,0.0026
Postoloprtech věnuje,0.3,0.2,0.0013,0.0026
Postoloprtech je,0.3,0.2,0.0013,0.0026
Posledním popravným,0.3,0.2,0.0013,0.0026
Pražská šestnáctka,0.3,0.2,0.0013,0.0026
zacházet s,0.3,0.2,0.0013,0.0026
zahrnuje etické,0.3,0.2,0.0013,0.0026
zakročili policisté,0.3,0.2,0.0013,0.0026
"Policisté, kteří",0.3,0.2,0.0013,0.0026
Pojišťovna Zurich,0.3,0.2,0.0013,0.0026
Poděbradech se,0.3,0.2,0.0013,0.0026
Poděbradech bude,0.3,0.2,0.0013,0.0026
Podnik ArcelorMittal,0.3,0.2,0.0013,0.0026
zakázaný vstup,0.3,0.2,0.0013,0.0026
"Praze, kvůli",0.3,0.2,0.0013,0.0026
zabavila největší,0.3,0.2,0.0013,0.0026
Podle volebních,0.3,0.2,0.0013,0.0026
Rusko vrátilo,0.3,0.2,0.0013,0.0026
Sandersem o,0.3,0.2,0.0013,0.0026
Salvador Allende,0.3,0.2,0.0013,0.0026
SPD na,0.3,0.2,0.0013,0.0026
S 2000,0.3,0.2,0.0013,0.0026
Rybníky v,0.3,0.2,0.0013,0.0026
z politiky,0.3,0.2,0.0013,0.0026
Ruzyně poprvé,0.3,0.2,0.0013,0.0026
Ruzyni přestali,0.3,0.2,0.0013,0.0026
Rusku ohledně,0.3,0.2,0.0013,0.0026
z roku,0.3,0.2,0.0013,0.0026
Prezident Salvador,0.3,0.2,0.0013,0.0026
za 90,0.3,0.2,0.0013,0.0026
za měsíc,0.3,0.2,0.0013,0.0026
Raffaelo Nadal,0.3,0.2,0.0013,0.0026
Rada města,0.3,0.2,0.0013,0.0026
za předsedy,0.3,0.2,0.0013,0.0026
za rok,0.3,0.2,0.0013,0.0026
Přehlídka českých,0.3,0.2,0.0013,0.0026
První hlavou,0.3,0.2,0.0013,0.0026
Pro Agrofert,0.3,0.2,0.0013,0.0026
založená na,0.3,0.2,0.0013,0.0026
Podle odborářů,0.3,0.2,0.0013,0.0026
Santiagu de,0.3,0.2,0.0013,0.0026
Novák porazil,0.3,0.2,0.0013,0.0026
zbořil mnohá,0.3,0.2,0.0013,0.0026
zbraních v,0.3,0.2,0.0013,0.0026
Některé města,0.3,0.2,0.0013,0.0026
zdravotnickou záchrannou,0.3,0.2,0.0013,0.0026
zdravotnictví Petr,0.3,0.2,0.0013,0.0026
Národního divadla,0.3,0.2,0.0013,0.0026
Náměšť nad,0.3,0.2,0.0013,0.0026
Náhorní Karabach,0.3,0.2,0.0013,0.0026
Nuul Kukk,0.3,0.2,0.0013,0.0026
Nová senegalská,0.3,0.2,0.0013,0.0026
OSN nedůvěřuje,0.3,0.2,0.0013,0.0026
Nosova o,0.3,0.2,0.0013,0.0026
Nikolaje Nosova,0.3,0.2,0.0013,0.0026
zdravotnictví visí,0.3,0.2,0.0013,0.0026
Niedermayer povede,0.3,0.2,0.0013,0.0026
Niedermayer bude,0.3,0.2,0.0013,0.0026
Neználkovi jsou,0.3,0.2,0.0013,0.0026
Nepokoje v,0.3,0.2,0.0013,0.0026
Neměcku posledního,0.3,0.2,0.0013,0.0026
Největší uhelná,0.3,0.2,0.0013,0.0026
OSN důkazy,0.3,0.2,0.0013,0.0026
OSN rozporuje,0.3,0.2,0.0013,0.0026
založení nové,0.3,0.2,0.0013,0.0026
zaplatí dvě,0.3,0.2,0.0013,0.0026
zamířilo do,0.3,0.2,0.0013,0.0026
Pinochet uskutečnil,0.3,0.2,0.0013,0.0026
Pašeráci kokainu,0.3,0.2,0.0013,0.0026
Patrice Bergamini,0.3,0.2,0.0013,0.0026
Parlamentu České,0.3,0.2,0.0013,0.0026
Parlamentu dětí,0.3,0.2,0.0013,0.0026
zaměstnancům dvě,0.3,0.2,0.0013,0.0026
Ořechova podnítila,0.3,0.2,0.0013,0.0026
Ostrava zaplatí,0.3,0.2,0.0013,0.0026
zaplatí zaměstnancům,0.3,0.2,0.0013,0.0026
"OSN, že",0.3,0.2,0.0013,0.0026
zasedání Řadě,0.3,0.2,0.0013,0.0026
Oslavou a,0.3,0.2,0.0013,0.0026
zastánci umístění,0.3,0.2,0.0013,0.0026
zastává významnou,0.3,0.2,0.0013,0.0026
zaznamenaly rekordní,0.3,0.2,0.0013,0.0026
začalo ukládat,0.3,0.2,0.0013,0.0026
začnou sabotáže,0.3,0.2,0.0013,0.0026
Od roku,0.3,0.2,0.0013,0.0026
zbavení se,0.3,0.2,0.0013,0.0026
Santander a,0.3,0.2,0.0013,0.0026
z celkové,0.3,0.2,0.0013,0.0026
vstup na,0.3,0.2,0.0013,0.0026
Zločinnost v,0.3,0.2,0.0013,0.0026
a chce,0.3,0.2,0.0013,0.0026
vyzval svůj,0.3,0.2,0.0013,0.0026
a autoklimatizace,0.3,0.2,0.0013,0.0026
a Slezského,0.3,0.2,0.0013,0.0026
vyšla zhruba,0.3,0.2,0.0013,0.0026
vyžádal i,0.3,0.2,0.0013,0.0026
Zurich uzavřely,0.3,0.2,0.0013,0.0026
Zurich bude,0.3,0.2,0.0013,0.0026
vyžádalo i,0.3,0.2,0.0013,0.0026
vzbudila zájem,0.3,0.2,0.0013,0.0026
a galerií,0.3,0.2,0.0013,0.0026
Věry Breiové,0.3,0.2,0.0013,0.0026
Výstava Brněnské,0.3,0.2,0.0013,0.0026
vznikly ve,0.3,0.2,0.0013,0.0026
Václava Havla,0.3,0.2,0.0013,0.0026
válečné vybavení,0.3,0.2,0.0013,0.0026
Vladimír Lulek,0.3,0.2,0.0013,0.0026
Velvyslanec EU,0.3,0.2,0.0013,0.0026
válečných zbraní,0.3,0.2,0.0013,0.0026
válečným vybavením,0.3,0.2,0.0013,0.0026
vytváří tlak,0.3,0.2,0.0013,0.0026
vytvoření Parlamentu,0.3,0.2,0.0013,0.0026
Varšavské smlouvy,0.3,0.2,0.0013,0.0026
vylepšeným parkem,0.3,0.2,0.0013,0.0026
vybudovat opatření,0.3,0.2,0.0013,0.0026
amatérských filmů,0.3,0.2,0.0013,0.0026
alegorických vozů,0.3,0.2,0.0013,0.0026
vybudování britského,0.3,0.2,0.0013,0.0026
akcií klesá,0.3,0.2,0.0013,0.0026
akademiky a,0.3,0.2,0.0013,0.0026
agentem na,0.3,0.2,0.0013,0.0026
aerolinky zaznamenaly,0.3,0.2,0.0013,0.0026
aby v,0.3,0.2,0.0013,0.0026
a švýcarská,0.3,0.2,0.0013,0.0026
vystavuje v,0.3,0.2,0.0013,0.0026
vynechá kandidaturu,0.3,0.2,0.0013,0.0026
vypořádání se,0.3,0.2,0.0013,0.0026
a znemožňuje,0.3,0.2,0.0013,0.0026
a vědce,0.3,0.2,0.0013,0.0026
a vleky,0.3,0.2,0.0013,0.0026
"a synagogu,",0.3,0.2,0.0013,0.0026
a pohraniční,0.3,0.2,0.0013,0.0026
a mládeže,0.3,0.2,0.0013,0.0026
a lehčí,0.3,0.2,0.0013,0.0026
válečnými zbraněmi,0.3,0.2,0.0013,0.0026
více vody,0.3,0.2,0.0013,0.0026
Saúdské Arábii,0.3,0.2,0.0013,0.0026
vězení všichni,0.3,0.2,0.0013,0.0026
Trest v,0.3,0.2,0.0013,0.0026
Tradice alegorických,0.3,0.2,0.0013,0.0026
věku 53,0.3,0.2,0.0013,0.0026
věnovat přednášení,0.3,0.2,0.0013,0.0026
věnuje 175,0.3,0.2,0.0013,0.0026
věnuje peníze,0.3,0.2,0.0013,0.0026
větší ochraně,0.3,0.2,0.0013,0.0026
Summit o,0.3,0.2,0.0013,0.0026
vězení v,0.3,0.2,0.0013,0.0026
všechny lanovky,0.3,0.2,0.0013,0.0026
výši navrhoval,0.3,0.2,0.0013,0.0026
všichni přežili,0.3,0.2,0.0013,0.0026
všichni zemřeli,0.3,0.2,0.0013,0.0026
Soutěž filmařů,0.3,0.2,0.0013,0.0026
Slovensko začalo,0.3,0.2,0.0013,0.0026
Slezského zemského,0.3,0.2,0.0013,0.0026
z Mladé,0.3,0.2,0.0013,0.0026
"Sigmunda Freuda,",0.3,0.2,0.0013,0.0026
Senát podpořil,0.3,0.2,0.0013,0.0026
Senát je,0.3,0.2,0.0013,0.0026
vědce je,0.3,0.2,0.0013,0.0026
významným přehlídkám,0.3,0.2,0.0013,0.0026
víkendu byli,0.3,0.2,0.0013,0.0026
V Ledči,0.3,0.2,0.0013,0.0026
V názoru,0.3,0.2,0.0013,0.0026
V minulém,0.3,0.2,0.0013,0.0026
východu neplní,0.3,0.2,0.0013,0.0026
V Třemošnici,0.3,0.2,0.0013,0.0026
výrobky firmy,0.3,0.2,0.0013,0.0026
V Santiagu,0.3,0.2,0.0013,0.0026
výrobky zejména,0.3,0.2,0.0013,0.0026
V New,0.3,0.2,0.0013,0.0026
V Moravskoslezském,0.3,0.2,0.0013,0.0026
V Hollywoodu,0.3,0.2,0.0013,0.0026
významného výročí,0.3,0.2,0.0013,0.0026
V Bolívii,0.3,0.2,0.0013,0.0026
Univerzity Karlovy,0.3,0.2,0.0013,0.0026
United Islands,0.3,0.2,0.0013,0.0026
výročí nenavštěvoval,0.3,0.2,0.0013,0.0026
výročí okupace,0.3,0.2,0.0013,0.0026
USA na,0.3,0.2,0.0013,0.0026
Třemošnici na,0.3,0.2,0.0013,0.0026
výzkumném centru,0.3,0.2,0.0013,0.0026
významnou pozici,0.3,0.2,0.0013,0.0026
Největší peněžitou,0.3,0.2,0.0013,0.0026
ze států,0.3,0.2,0.0013,0.0026
ze zemí,0.3,0.2,0.0013,0.0026
Blízkém východě,0.3,0.2,0.0013,0.0026
Budanov je,0.3,0.2,0.0013,0.0026
Brněnsku v,0.3,0.2,0.0013,0.0026
Brněnsku se,0.3,0.2,0.0013,0.0026
Brně věnuje,0.3,0.2,0.0013,0.0026
Řadě bezpečnosti,0.3,0.2,0.0013,0.0026
Breiové zaplatí,0.3,0.2,0.0013,0.0026
Ředitelem největšího,0.3,0.2,0.0013,0.0026
Boris Johnson,0.3,0.2,0.0013,0.0026
Bolívii se,0.3,0.2,0.0013,0.0026
Blixe vedení,0.3,0.2,0.0013,0.0026
částečně vinný,0.3,0.2,0.0013,0.0026
Blixe jedna,0.3,0.2,0.0013,0.0026
Blix se,0.3,0.2,0.0013,0.0026
Blix předložil,0.3,0.2,0.0013,0.0026
Blanska se,0.3,0.2,0.0013,0.0026
Berlinale jsou,0.3,0.2,0.0013,0.0026
"řekl OSN,",0.3,0.2,0.0013,0.0026
Baham je,0.3,0.2,0.0013,0.0026
Baham byl,0.3,0.2,0.0013,0.0026
Bagdádu neplní,0.3,0.2,0.0013,0.0026
částky 4500,0.3,0.2,0.0013,0.0026
Bódy vynechá,0.3,0.2,0.0013,0.0026
Augusto Pinochet,0.3,0.2,0.0013,0.0026
Do Prahy,0.3,0.2,0.0013,0.0026
Česko snadněji,0.3,0.2,0.0013,0.0026
France vyřadí,0.3,0.2,0.0013,0.0026
Fogh Rasmussen,0.3,0.2,0.0013,0.0026
Festival amatérských,0.3,0.2,0.0013,0.0026
Evropské komise,0.3,0.2,0.0013,0.0026
Část muzeí,0.3,0.2,0.0013,0.0026
Egyptská vláda,0.3,0.2,0.0013,0.0026
Díky nadužívání,0.3,0.2,0.0013,0.0026
čerpat evropské,0.3,0.2,0.0013,0.0026
června oslavy,0.3,0.2,0.0013,0.0026
čtyři dny,0.3,0.2,0.0013,0.0026
Clintonová prohrává,0.3,0.2,0.0013,0.0026
Cimoszewicz odchází,0.3,0.2,0.0013,0.0026
Chrudimsku se,0.3,0.2,0.0013,0.0026
českých regionálních,0.3,0.2,0.0013,0.0026
"Chloroformy, které",0.3,0.2,0.0013,0.0026
Chile lidé,0.3,0.2,0.0013,0.0026
českých státních,0.3,0.2,0.0013,0.0026
Chepe již,0.3,0.2,0.0013,0.0026
Během převozu,0.3,0.2,0.0013,0.0026
Autor audiovizuálních,0.3,0.2,0.0013,0.0026
řízení 17,0.3,0.2,0.0013,0.0026
ze zoo,0.3,0.2,0.0013,0.0026
že vláda,0.3,0.2,0.0013,0.0026
20 století,0.3,0.2,0.0013,0.0026
Žáci ze,0.3,0.2,0.0013,0.0026
Žádná dramatizace,0.3,0.2,0.0013,0.0026
že Islámský,0.3,0.2,0.0013,0.0026
2 není,0.3,0.2,0.0013,0.0026
že je,0.3,0.2,0.0013,0.0026
1997 byla,0.3,0.2,0.0013,0.0026
že v,0.3,0.2,0.0013,0.0026
1973 se,0.3,0.2,0.0013,0.0026
1945 odehrála,0.3,0.2,0.0013,0.0026
2002 zamířilo,0.3,0.2,0.0013,0.0026
175 000,0.3,0.2,0.0013,0.0026
17 soupeřů,0.3,0.2,0.0013,0.0026
160 nádrží,0.3,0.2,0.0013,0.0026
13 června,0.3,0.2,0.0013,0.0026
12 milionů,0.3,0.2,0.0013,0.0026
žádnou cenu,0.3,0.2,0.0013,0.0026
100.000 korun,0.3,0.2,0.0013,0.0026
09 v,0.3,0.2,0.0013,0.0026
000 korun,0.3,0.2,0.0013,0.0026
2000 únosy,0.3,0.2,0.0013,0.0026
Žulawski se,0.3,0.2,0.0013,0.0026
Arábii je,0.3,0.2,0.0013,0.0026
šestnáctka patří,0.3,0.2,0.0013,0.0026
Armáda v,0.3,0.2,0.0013,0.0026
Španělská banka,0.3,0.2,0.0013,0.0026
Anders Fogh,0.3,0.2,0.0013,0.0026
Švédka Astrid,0.3,0.2,0.0013,0.0026
šedesátých let,0.3,0.2,0.0013,0.0026
šestnáct technologických,0.3,0.2,0.0013,0.0026
šestnáctka je,0.3,0.2,0.0013,0.0026
Agrofertu v,0.3,0.2,0.0013,0.0026
Agrofert navrhoval,0.3,0.2,0.0013,0.0026
šestnáctka zastává,0.3,0.2,0.0013,0.0026
2007 mluvčím,0.3,0.2,0.0013,0.0026
šestnáctky vzbudila,0.3,0.2,0.0013,0.0026
škol Blanska,0.3,0.2,0.0013,0.0026
53 let,0.3,0.2,0.0013,0.0026
4500 Kč,0.3,0.2,0.0013,0.0026
"27,7 procenta",0.3,0.2,0.0013,0.0026
švýcarská pojišťovna,0.3,0.2,0.0013,0.0026
2020 disponovat,0.3,0.2,0.0013,0.0026
2016 více,0.3,0.2,0.0013,0.0026
šíří terorismus,0.3,0.2,0.0013,0.0026
Freuda je,0.3,0.2,0.0013,0.0026
"Freuda, jejímž",0.3,0.2,0.0013,0.0026
ČTK ředitel,0.3,0.2,0.0013,0.0026
Kč na,0.3,0.2,0.0013,0.0026
zhruba na,0.3,0.2,0.0013,0.0026
zlatí ze,0.3,0.2,0.0013,0.0026
"Michal Gabriel,",0.3,0.2,0.0013,0.0026
změně ústavy,0.3,0.2,0.0013,0.0026
Maďarsku zahrnuje,0.3,0.2,0.0013,0.0026
