,productivity,utility,coverage,harmonic_mean
časných,0.4762,0.1429,0.0001,0.0001
proslavil,0.4662,0.1329,0.0001,0.0001
at,0.4529,0.1195,0.0001,0.0001
kameramanem,0.4829,0.1495,0.0001,0.0001
nahrán,0.4529,0.1195,0.0001,0.0001
Boyhood,0.4842,0.1508,0.0001,0.0001
hip-hop,0.4567,0.1233,0.0001,0.0001
zřízení,0.4333,0.1,0.0001,0.0001
netopýra,0.5795,0.2462,0.0001,0.0001
Novello,0.4362,0.1029,0.0001,0.0001
Ivor,0.4362,0.1029,0.0001,0.0001
budoucí,0.4657,0.1324,0.0001,0.0001
Expendables,0.4695,0.1362,0.0001,0.0001
Guatemala,0.4367,0.1033,0.0001,0.0001
propojených,0.4367,0.1033,0.0001,0.0001
sovětských,0.5162,0.1829,0.0001,0.0001
virové,0.44,0.1067,0.0001,0.0001
pobyt,0.4167,0.0833,0.0001,0.0001
Istanbulské,0.4167,0.0833,0.0001,0.0001
Arkansasu,0.4762,0.1429,0.0001,0.0001
glóbusů,0.4533,0.12,0.0001,0.0001
vůni,0.4775,0.1442,0.0001,0.0001
prvku,0.5208,0.1875,0.0001,0.0001
230,0.5029,0.1695,0.0001,0.0001
Angelsberg,1.0,0.6667,0.0001,0.0001
přezkoumává,1.0,0.6667,0.0001,0.0001
Mantee,1.0,0.6667,0.0001,0.0001
Bala,1.0,0.6667,0.0001,0.0001
Soutěžící,1.0,0.6667,0.0001,0.0001
hrobů,1.0,0.6667,0.0001,0.0001
Weitz,1.0,0.6667,0.0001,0.0001
Lust,1.0,0.6667,0.0001,0.0001
Economic,1.0,0.6667,0.0001,0.0001
(bavič),1.0,0.6667,0.0001,0.0001
Mensa,1.0,0.6667,0.0001,0.0001
Ferrantové,1.0,0.6667,0.0001,0.0001
Eleny,1.0,0.6667,0.0001,0.0001
Niki,1.0,0.6667,0.0001,0.0001
"komik,",1.0,0.6667,0.0001,0.0001
politiků,1.0,0.6667,0.0001,0.0001
Nesbitt,0.9467,0.6133,0.0001,0.0001
"Atlanta,",1.0,0.6667,0.0001,0.0001
Hai,0.9133,0.58,0.0001,0.0001
Atomic,1.0,0.6667,0.0001,0.0001
"studia,",1.0,0.6667,0.0001,0.0001
Tolbert,1.0,0.6667,0.0001,0.0001
výdaje,1.0,0.6667,0.0001,0.0001
Freeze,1.0,0.6667,0.0001,0.0001
Existence,1.0,0.6667,0.0001,0.0001
rande,0.9657,0.6324,0.0001,0.0001
kritizovala,0.9183,0.585,0.0001,0.0001
polský,0.84,0.5067,0.0001,0.0001
nemocem,0.8467,0.5133,0.0001,0.0001
Closer,0.7883,0.455,0.0001,0.0001
Ricardo,0.7867,0.4533,0.0001,0.0001
zapomněla,0.8533,0.52,0.0001,0.0001
použitím,0.8392,0.5058,0.0001,0.0001
Ruby,0.7807,0.4474,0.0001,0.0001
propojen,0.7783,0.445,0.0001,0.0001
zabránily,0.7674,0.434,0.0001,0.0001
Heartbreak,0.7624,0.429,0.0001,0.0001
klade,0.8264,0.4931,0.0001,0.0001
nová,0.7582,0.4249,0.0001,0.0001
perspektivy,0.8915,0.5582,0.0001,0.0001
možnost,0.8298,0.4964,0.0001,0.0001
soukromou,0.7333,0.4,0.0001,0.0001
zaměřená,0.7233,0.39,0.0001,0.0001
psána,0.6933,0.36,0.0001,0.0001
občanka,0.7024,0.369,0.0001,0.0001
traumatem,0.6733,0.34,0.0001,0.0001
Islámští,0.6717,0.3383,0.0001,0.0001
strojírenství,0.6748,0.3414,0.0001,0.0001
složená,0.654,0.3207,0.0001,0.0001
pravidelně,0.64,0.3067,0.0001,0.0001
polovina,0.6598,0.3264,0.0001,0.0001
provozovatelem,0.6417,0.3083,0.0001,0.0001
legii,0.6595,0.3262,0.0001,0.0001
rozvedený,0.6545,0.3212,0.0001,0.0001
Čas,0.6571,0.3238,0.0001,0.0001
pozůstatky,0.7005,0.3671,0.0001,0.0001
RIAA,0.7105,0.3771,0.0001,0.0001
diktatura,0.7399,0.4065,0.0001,0.0001
omezuje,0.6975,0.3642,0.0001,0.0001
schopností,0.7114,0.3781,0.0001,0.0001
ploché,0.635,0.3017,0.0001,0.0001
Jarmusch,0.635,0.3017,0.0001,0.0001
proměnil,0.63,0.2967,0.0001,0.0001
důstojník,0.6776,0.3443,0.0001,0.0001
obrny,0.6943,0.361,0.0001,0.0001
sirotek,0.62,0.2867,0.0001,0.0001
pátém,0.645,0.3117,0.0001,0.0001
hudebními,0.6305,0.2971,0.0001,0.0001
Meyer,0.64,0.3067,0.0001,0.0001
jídlem,0.64,0.3067,0.0001,0.0001
nárokuje,0.5767,0.2433,0.0001,0.0001
zavázala,0.5864,0.2531,0.0001,0.0001
měnu,0.5948,0.2614,0.0001,0.0001
astronom,0.65,0.3167,0.0001,0.0001
neznámé,0.65,0.3167,0.0001,0.0001
Posledním,0.65,0.3167,0.0001,0.0001
"umělcem,",0.65,0.3167,0.0001,0.0001
Nero,0.65,0.3167,0.0001,0.0001
1600,0.65,0.3167,0.0001,0.0001
boxerem,0.65,0.3167,0.0001,0.0001
jízda,0.65,0.3167,0.0001,0.0001
Them,0.65,0.3167,0.0001,0.0001
Alamo,0.5714,0.2381,0.0001,0.0001
tom,0.5848,0.2514,0.0001,0.0001
iTunes,0.6088,0.2755,0.0001,0.0001
Výstup,0.655,0.3217,0.0001,0.0001
e-mailů,0.655,0.3217,0.0001,0.0001
teplotu,0.655,0.3217,0.0001,0.0001
spojenci,0.655,0.3217,0.0001,0.0001
filtrování,0.655,0.3217,0.0001,0.0001
zvuk,0.6143,0.281,0.0001,0.0001
Swanková,0.5731,0.2398,0.0001,0.0001
návratu,0.665,0.3317,0.0001,0.0001
1882,0.665,0.3317,0.0001,0.0001
němčina,0.665,0.3317,0.0001,0.0001
učí,0.5867,0.2533,0.0001,0.0001
posádce,0.5533,0.22,0.0001,0.0001
telefony,0.6843,0.351,0.0001,0.0001
zdravotním,0.6571,0.3238,0.0001,0.0001
(2005),0.6008,0.2675,0.0001,0.0001
Buddyho,0.685,0.3517,0.0001,0.0001
shromáždil,0.5925,0.2592,0.0001,0.0001
vývojář,0.67,0.3367,0.0001,0.0001
typy,0.601,0.2676,0.0001,0.0001
Albany,0.5905,0.2571,0.0001,0.0001
podpořila,0.6563,0.323,0.0001,0.0001
Moora,0.5708,0.2375,0.0001,0.0001
(2015),0.5988,0.2655,0.0001,0.0001
primary,0.5481,0.2148,0.0001,0.0001
řeckých,0.6498,0.3164,0.0001,0.0001
sjednoceno,0.555,0.2217,0.0001,0.0001
Her,0.5826,0.2493,0.0001,0.0001
jezdí,0.5605,0.2271,0.0001,0.0001
Going,0.5505,0.2171,0.0001,0.0001
bytosti,0.545,0.2117,0.0001,0.0001
oční,0.545,0.2117,0.0001,0.0001
obrázek,0.5467,0.2133,0.0001,0.0001
celá,0.6413,0.308,0.0001,0.0001
zahájili,0.5433,0.21,0.0001,0.0001
chemikálie,0.5471,0.2138,0.0001,0.0001
středisko,0.535,0.2017,0.0001,0.0001
liga,0.5367,0.2033,0.0001,0.0001
"rolí,",0.5486,0.2152,0.0001,0.0001
Holanďan,0.5171,0.1838,0.0001,0.0001
nedošlo,0.5505,0.2171,0.0001,0.0001
dívkách,0.59,0.2567,0.0001,0.0001
Pojem,0.5267,0.1933,0.0001,0.0001
Celebrity,0.5795,0.2462,0.0001,0.0001
Setha,0.5338,0.2005,0.0001,0.0001
vysílaná,0.5781,0.2448,0.0001,0.0001
1815,0.5892,0.2558,0.0001,0.0001
1789,0.5233,0.19,0.0001,0.0001
Mohameda,0.541,0.2076,0.0001,0.0001
Evropané,0.5238,0.1905,0.0001,0.0001
Norskem,0.5238,0.1905,0.0001,0.0001
bojovala,0.53,0.1967,0.0001,0.0001
satelitní,0.5083,0.175,0.0001,0.0001
Karen,0.5333,0.2,0.0001,0.0001
Labour,0.6556,0.3222,0.0001,0.0001
veterán,0.5058,0.1725,0.0001,0.0001
Von,0.501,0.1676,0.0001,0.0001
počítačů,0.5038,0.1705,0.0001,0.0001
soudním,0.48,0.1467,0.0001,0.0001
skupinách,0.4895,0.1562,0.0001,0.0001
komediálně-dramatický,0.4933,0.16,0.0001,0.0001
Vrána,0.4767,0.1433,0.0001,0.0001
Morenu,0.5095,0.1762,0.0001,0.0001
Nails,0.5221,0.1888,0.0001,0.0001
rozhodčím,0.5012,0.1679,0.0001,0.0001
bojující,0.5029,0.1695,0.0001,0.0001
vyhýbají,0.5,0.1667,0.0001,0.0001
Aftermath,0.4829,0.1495,0.0001,0.0001
Casino,0.5333,0.2,0.0001,0.0001
Riceová,0.5288,0.1955,0.0001,0.0001
rozdal,0.505,0.1717,0.0001,0.0001
sledují,0.4705,0.1371,0.0001,0.0001
platformu,0.5229,0.1895,0.0001,0.0001
sólo,0.49,0.1567,0.0001,0.0001
Sigourney,0.4829,0.1495,0.0001,0.0001
center,0.48,0.1467,0.0001,0.0001
známka,0.4667,0.1333,0.0001,0.0001
ochranná,0.4667,0.1333,0.0001,0.0001
Connelly,0.4717,0.1383,0.0001,0.0001
diktátora,0.5057,0.1724,0.0001,0.0001
dočasně,0.4633,0.13,0.0001,0.0001
přístup,0.4929,0.1595,0.0001,0.0001
čtyřhře,0.49,0.1567,0.0001,0.0001
portugalština,0.49,0.1567,0.0001,0.0001
Sokrates,0.5133,0.18,0.0001,0.0001
Černého,0.52,0.1867,0.0001,0.0001
Twelve,0.4867,0.1533,0.0001,0.0001
Něco,0.5267,0.1933,0.0001,0.0001
šíří,0.4733,0.14,0.0001,0.0001
Tureckem,0.4995,0.1662,0.0001,0.0001
Morris,0.45,0.1167,0.0001,0.0001
Ludacrisův,0.4757,0.1424,0.0001,0.0001
Rihannou,0.4529,0.1195,0.0001,0.0001
holocaustu,0.4529,0.1195,0.0001,0.0001
scénárista,0.4267,0.0933,0.0001,0.0001
208,0.4267,0.0933,0.0001,0.0001
onemocněním,0.4633,0.13,0.0001,0.0001
Feels,1.0,0.6667,0.0001,0.0001
Witwer,1.0,0.6667,0.0001,0.0001
NXT,1.0,0.6667,0.0001,0.0001
flétnu,1.0,0.6667,0.0001,0.0001
Subway,1.0,0.6667,0.0001,0.0001
Padesát,1.0,0.6667,0.0001,0.0001
Dawood,1.0,0.6667,0.0001,0.0001
Nenávistné,1.0,0.6667,0.0001,0.0001
ju-jitsu,1.0,0.6667,0.0001,0.0001
Podtypem,1.0,0.6667,0.0001,0.0001
Markle,1.0,0.6667,0.0001,0.0001
mytologie,1.0,0.6667,0.0001,0.0001
inscenacích,1.0,0.6667,0.0001,0.0001
Mormont,1.0,0.6667,0.0001,0.0001
Jorah,1.0,0.6667,0.0001,0.0001
Perrey,1.0,0.6667,0.0001,0.0001
Investice,1.0,0.6667,0.0001,0.0001
Arsenic,1.0,0.6667,0.0001,0.0001
Coke,1.0,0.6667,0.0001,0.0001
Giada,1.0,0.6667,0.0001,0.0001
Pepi,1.0,0.6667,0.0001,0.0001
Sonuga,1.0,0.6667,0.0001,0.0001
Dusick,1.0,0.6667,0.0001,0.0001
lesem,0.9217,0.5883,0.0001,0.0001
botách,0.9133,0.58,0.0001,0.0001
Ditko,1.0,0.6667,0.0001,0.0001
"komedii,",0.9324,0.599,0.0001,0.0001
železem,0.86,0.5267,0.0001,0.0001
nehráli,0.86,0.5267,0.0001,0.0001
jednorázovou,0.86,0.5267,0.0001,0.0001
1215,0.86,0.5267,0.0001,0.0001
hrubém,0.86,0.5267,0.0001,0.0001
roků,0.86,0.5267,0.0001,0.0001
nepřizpůsobená,0.86,0.5267,0.0001,0.0001
charakterizovat,0.9214,0.5881,0.0001,0.0001
digitálním,0.8657,0.5324,0.0001,0.0001
Prime,0.8667,0.5333,0.0001,0.0001
Jacobson,0.95,0.6167,0.0001,0.0001
Audra,1.0,0.6667,0.0001,0.0001
Byron,0.9148,0.5814,0.0001,0.0001
zahájen,0.8567,0.5233,0.0001,0.0001
přezkoumána,0.78,0.4467,0.0001,0.0001
Stop,0.7733,0.44,0.0001,0.0001
Us,0.765,0.4317,0.0001,0.0001
sýr,0.7707,0.4374,0.0001,0.0001
Štěstí,0.8357,0.5024,0.0001,0.0001
Lithgow,0.7572,0.4239,0.0001,0.0001
jednotného,0.7381,0.4048,0.0001,0.0001
fanoušky,0.7983,0.465,0.0001,0.0001
černém,0.715,0.3817,0.0001,0.0001
Stephanie,0.8305,0.4971,0.0001,0.0001
Hudsonová,0.6883,0.355,0.0001,0.0001
Kuby,0.7148,0.3814,0.0001,0.0001
Magazine,0.7067,0.3733,0.0001,0.0001
dealer,0.675,0.3417,0.0001,0.0001
režírována,0.6983,0.365,0.0001,0.0001
předních,0.7183,0.385,0.0001,0.0001
biomedicínské,0.6714,0.3381,0.0001,0.0001
dostupné,0.6912,0.3579,0.0001,0.0001
Heroes,0.6714,0.3381,0.0001,0.0001
Brooksem,0.645,0.3117,0.0001,0.0001
animace,0.6498,0.3164,0.0001,0.0001
Harriet,0.65,0.3167,0.0001,0.0001
"prostředí,",0.66,0.3267,0.0001,0.0001
Pageant,0.6748,0.3414,0.0001,0.0001
A.I,0.7281,0.3948,0.0001,0.0001
myšlení,0.7069,0.3736,0.0001,0.0001
western,0.6364,0.3031,0.0001,0.0001
restart,0.6367,0.3033,0.0001,0.0001
Baratheona,0.65,0.3167,0.0001,0.0001
arménská,0.65,0.3167,0.0001,0.0001
květnem,0.65,0.3167,0.0001,0.0001
hledá,0.7657,0.4324,0.0001,0.0001
daně,0.615,0.2817,0.0001,0.0001
přizpůsobuje,0.66,0.3267,0.0001,0.0001
Alzheimerovou,0.6921,0.3588,0.0001,0.0001
zalidněné,0.655,0.3217,0.0001,0.0001
Westeros,0.655,0.3217,0.0001,0.0001
geografickém,0.6421,0.3088,0.0001,0.0001
Simona,0.6588,0.3255,0.0001,0.0001
sbírku,0.6871,0.3538,0.0001,0.0001
uhelném,0.5933,0.26,0.0001,0.0001
Warangal,0.5964,0.2631,0.0001,0.0001
látkou,0.665,0.3317,0.0001,0.0001
bankéřů,0.665,0.3317,0.0001,0.0001
zrychlení,0.665,0.3317,0.0001,0.0001
švédské,0.665,0.3317,0.0001,0.0001
koncipována,0.665,0.3317,0.0001,0.0001
Saska,0.665,0.3317,0.0001,0.0001
skrz,0.59,0.2567,0.0001,0.0001
Sto,0.5833,0.25,0.0001,0.0001
Haunting,0.6386,0.3052,0.0001,0.0001
oficiálního,0.5667,0.2333,0.0001,0.0001
Brazilec,0.675,0.3417,0.0001,0.0001
Casha,0.6538,0.3205,0.0001,0.0001
malířka,0.67,0.3367,0.0001,0.0001
Grónsko,0.67,0.3367,0.0001,0.0001
vzdálený,0.67,0.3367,0.0001,0.0001
Javou,0.67,0.3367,0.0001,0.0001
celosvětových,0.6679,0.3345,0.0001,0.0001
spoluprací,0.5581,0.2248,0.0001,0.0001
Ginu,0.6067,0.2733,0.0001,0.0001
dokončení,0.5914,0.2581,0.0001,0.0001
Trumpem,0.68,0.3467,0.0001,0.0001
povede,0.595,0.2617,0.0001,0.0001
důležitým,0.6583,0.325,0.0001,0.0001
sobotu,0.7246,0.3913,0.0001,0.0001
přežití,0.5467,0.2133,0.0001,0.0001
Crazy,0.6105,0.2771,0.0001,0.0001
omezený,0.6179,0.2845,0.0001,0.0001
grosáží,0.6879,0.3545,0.0001,0.0001
Williamsem,0.5933,0.26,0.0001,0.0001
bolest,0.5733,0.24,0.0001,0.0001
vévodou,0.5805,0.2471,0.0001,0.0001
Heat,0.5233,0.19,0.0001,0.0001
nejchladnější,0.52,0.1867,0.0001,0.0001
veřejná,0.6005,0.2671,0.0001,0.0001
Název,0.5367,0.2033,0.0001,0.0001
Kvocient,0.5338,0.2005,0.0001,0.0001
Se,0.5233,0.19,0.0001,0.0001
Galaktické,0.5567,0.2233,0.0001,0.0001
Román,0.5321,0.1988,0.0001,0.0001
Drinking,0.5033,0.17,0.0001,0.0001
Experience,0.5833,0.25,0.0001,0.0001
fundraising,0.5167,0.1833,0.0001,0.0001
globálních,0.5167,0.1833,0.0001,0.0001
národnost,0.55,0.2167,0.0001,0.0001
Bulls,0.5083,0.175,0.0001,0.0001
Prolomení,0.5033,0.17,0.0001,0.0001
Medvědi,0.5133,0.18,0.0001,0.0001
vysílaných,0.5138,0.1805,0.0001,0.0001
bílých,0.5243,0.191,0.0001,0.0001
orgány,0.5071,0.1738,0.0001,0.0001
Chemical,0.5193,0.186,0.0001,0.0001
Dianu,0.49,0.1567,0.0001,0.0001
Russel,0.5021,0.1688,0.0001,0.0001
Pohádky,0.5233,0.19,0.0001,0.0001
péče,0.5464,0.2131,0.0001,0.0001
dopravním,0.5112,0.1779,0.0001,0.0001
zodpovědná,0.5445,0.2112,0.0001,0.0001
oblíbenou,0.641,0.3076,0.0001,0.0001
lorda,0.4767,0.1433,0.0001,0.0001
Illustrated,0.51,0.1767,0.0001,0.0001
Wellese,0.4883,0.155,0.0001,0.0001
"postavou,",0.5433,0.21,0.0001,0.0001
spojil,0.4883,0.155,0.0001,0.0001
stáří,0.4938,0.1605,0.0001,0.0001
placený,0.4862,0.1529,0.0001,0.0001
přírody,0.5145,0.1812,0.0001,0.0001
1830,0.47,0.1367,0.0001,0.0001
sedmiletou,0.5433,0.21,0.0001,0.0001
paní,0.5138,0.1805,0.0001,0.0001
Carnegie,0.5005,0.1671,0.0001,0.0001
Corvinus,0.5062,0.1729,0.0001,0.0001
Ridgwaye,0.5192,0.1858,0.0001,0.0001
publikace,0.49,0.1567,0.0001,0.0001
vlivné,0.4862,0.1529,0.0001,0.0001
Segara,0.4767,0.1433,0.0001,0.0001
Rowlingová,0.4767,0.1433,0.0001,0.0001
Filmové,0.5062,0.1729,0.0001,0.0001
skici,0.4662,0.1329,0.0001,0.0001
Ghost,0.4733,0.14,0.0001,0.0001
Grayová,0.5205,0.1871,0.0001,0.0001
Grety,0.5233,0.19,0.0001,0.0001
Jiný,0.5133,0.18,0.0001,0.0001
rozlohy,0.4645,0.1312,0.0001,0.0001
hrubý,0.494,0.1607,0.0001,0.0001
Erie,0.5105,0.1771,0.0001,0.0001
Tool,0.5262,0.1929,0.0001,0.0001
kosmickou,0.4971,0.1638,0.0001,0.0001
Západu,0.4867,0.1533,0.0001,0.0001
Miserables,0.46,0.1267,0.0001,0.0001
dodavatelem,0.4867,0.1533,0.0001,0.0001
Oceánii,0.4333,0.1,0.0001,0.0001
rozpadu,0.5062,0.1729,0.0001,0.0001
Broncos,0.4629,0.1295,0.0001,0.0001
vzniku,0.4629,0.1295,0.0001,0.0001
nápad,0.4924,0.159,0.0001,0.0001
půlnoci,0.5067,0.1733,0.0001,0.0001
policajta,0.44,0.1067,0.0001,0.0001
přirozeně,0.4467,0.1133,0.0001,0.0001
Ugandě,0.4729,0.1395,0.0001,0.0001
finančního,0.4729,0.1395,0.0001,0.0001
certifikována,0.4729,0.1395,0.0001,0.0001
stupně,1.0,0.6667,0.0001,0.0001
dovolené,1.0,0.6667,0.0001,0.0001
Moose,1.0,0.6667,0.0001,0.0001
Blakiston,1.0,0.6667,0.0001,0.0001
Inferno,1.0,0.6667,0.0001,0.0001
Sora,1.0,0.6667,0.0001,0.0001
Oswalt,1.0,0.6667,0.0001,0.0001
Leifer,1.0,0.6667,0.0001,0.0001
produkovaném,1.0,0.6667,0.0001,0.0001
LeRoy,1.0,0.6667,0.0001,0.0001
Uta,1.0,0.6667,0.0001,0.0001
podvodník,1.0,0.6667,0.0001,0.0001
(Frankie,1.0,0.6667,0.0001,0.0001
Laine,1.0,0.6667,0.0001,0.0001
Edison,1.0,0.6667,0.0001,0.0001
Conant,1.0,0.6667,0.0001,0.0001
Neame,1.0,0.6667,0.0001,0.0001
Adienne,1.0,0.6667,0.0001,0.0001
Dálnice,1.0,0.6667,0.0001,0.0001
Opposite,1.0,0.6667,0.0001,0.0001
"(2008),",1.0,0.6667,0.0001,0.0001
"(2005),",1.0,0.6667,0.0001,0.0001
toto,1.0,0.6667,0.0001,0.0001
"(2009),",1.0,0.6667,0.0001,0.0001
Neighbors,1.0,0.6667,0.0001,0.0001
PS,1.0,0.6667,0.0001,0.0001
"(2010),",1.0,0.6667,0.0001,0.0001
Analyzuj,1.0,0.6667,0.0001,0.0001
"(1997),",1.0,0.6667,0.0001,0.0001
nejchudší,0.88,0.5467,0.0001,0.0001
neprodukovaný,0.88,0.5467,0.0001,0.0001
zasílá,0.88,0.5467,0.0001,0.0001
McDonald's,0.929,0.5957,0.0001,0.0001
vytěženo,0.8867,0.5533,0.0001,0.0001
Gemini,0.919,0.5857,0.0001,0.0001
Stilley,0.8057,0.4724,0.0001,0.0001
vysílají,0.775,0.4417,0.0001,0.0001
instinktu,0.7757,0.4424,0.0001,0.0001
Goldeyes,0.7733,0.44,0.0001,0.0001
bytový,0.7567,0.4233,0.0001,0.0001
osobnosti,0.7781,0.4448,0.0001,0.0001
nařízeno,0.8489,0.5156,0.0001,0.0001
novinářka,0.7317,0.3983,0.0001,0.0001
Klute,0.7348,0.4014,0.0001,0.0001
(2004),0.7567,0.4233,0.0001,0.0001
Killing,0.7467,0.4133,0.0001,0.0001
NRG,0.7483,0.415,0.0001,0.0001
optických,0.6917,0.3583,0.0001,0.0001
islámu,0.6964,0.3631,0.0001,0.0001
bankovní,0.66,0.3267,0.0001,0.0001
Bronteové,0.66,0.3267,0.0001,0.0001
Kansas,0.6483,0.315,0.0001,0.0001
"průmysl,",0.6498,0.3164,0.0001,0.0001
Nebraska,0.679,0.3457,0.0001,0.0001
dimenze,0.6664,0.3664,0.0001,0.0001
tvořily,0.67,0.3367,0.0001,0.0001
skála,0.6698,0.3364,0.0001,0.0001
Čínskou,0.6431,0.3098,0.0001,0.0001
etnicity,0.665,0.3317,0.0001,0.0001
skotská,0.665,0.3317,0.0001,0.0001
Port,0.665,0.3317,0.0001,0.0001
Spain,0.665,0.3317,0.0001,0.0001
Jeho,0.6533,0.32,0.0001,0.0001
nebudete,0.725,0.3917,0.0001,0.0001
monarcha,0.7102,0.3769,0.0001,0.0001
Karolíny,0.675,0.3417,0.0001,0.0001
Irskem,0.675,0.3417,0.0001,0.0001
mnohonárodnostních,0.675,0.3417,0.0001,0.0001
industrializovaná,0.675,0.3417,0.0001,0.0001
přátel,0.675,0.3417,0.0001,0.0001
100%,0.675,0.3417,0.0001,0.0001
udržováním,0.675,0.3417,0.0001,0.0001
Khammam,0.625,0.2917,0.0001,0.0001
Dog's,0.685,0.3517,0.0001,0.0001
celebrit,0.7071,0.3738,0.0001,0.0001
"tak,",0.6621,0.3288,0.0001,0.0001
Absinthe,0.68,0.3467,0.0001,0.0001
Clara,0.68,0.3467,0.0001,0.0001
portugalský,0.68,0.3467,0.0001,0.0001
slona,0.68,0.3467,0.0001,0.0001
grafů,0.6248,0.2914,0.0001,0.0001
Dunst,0.6331,0.2998,0.0001,0.0001
nezákonné,0.6067,0.2733,0.0001,0.0001
lékařka,0.6033,0.27,0.0001,0.0001
krásy,0.6305,0.2971,0.0001,0.0001
činů,0.6821,0.3488,0.0001,0.0001
"akademie,",0.69,0.3567,0.0001,0.0001
Meyerowitz,0.6471,0.3138,0.0001,0.0001
Waluigiho,0.58,0.2467,0.0001,0.0001
afroamerickou,0.6029,0.2695,0.0001,0.0001
hospodářského,0.6829,0.3495,0.0001,0.0001
hip-hopu,0.6214,0.2881,0.0001,0.0001
uděleny,0.5781,0.2448,0.0001,0.0001
"Film,",0.6805,0.3471,0.0001,0.0001
úzkost,0.5567,0.2233,0.0001,0.0001
Koreou,0.695,0.3617,0.0001,0.0001
Zone,0.5971,0.2638,0.0001,0.0001
ministr,0.5994,0.2661,0.0001,0.0001
Britsko-americký,0.5964,0.2631,0.0001,0.0001
Jana,0.5767,0.2433,0.0001,0.0001
Sleeping,0.6221,0.2888,0.0001,0.0001
předány,0.7,0.3667,0.0001,0.0001
kola,0.5538,0.2205,0.0001,0.0001
Kevinem,0.5633,0.23,0.0001,0.0001
věda,0.665,0.3317,0.0001,0.0001
herpes,0.5705,0.2371,0.0001,0.0001
Seven,0.53,0.1967,0.0001,0.0001
mimozemšťan,0.5583,0.225,0.0001,0.0001
uměleckou,0.5717,0.2383,0.0001,0.0001
Lennona,0.5671,0.2338,0.0001,0.0001
Nortona,0.53,0.1967,0.0001,0.0001
"2007,",0.5343,0.201,0.0001,0.0001
obývali,0.5133,0.18,0.0001,0.0001
After,0.5467,0.2133,0.0001,0.0001
spojila,0.5238,0.1905,0.0001,0.0001
Vlasti,0.5333,0.2,0.0001,0.0001
"akt,",0.5476,0.2143,0.0001,0.0001
vnitrozemským,0.5267,0.1933,0.0001,0.0001
sv,0.54,0.2067,0.0001,0.0001
objevili,0.5405,0.2071,0.0001,0.0001
stopa,0.5167,0.1833,0.0001,0.0001
multimilionovou,0.5533,0.22,0.0001,0.0001
zvýšil,0.5308,0.1975,0.0001,0.0001
drobnými,0.5767,0.2433,0.0001,0.0001
d'Or,0.5462,0.2129,0.0001,0.0001
změnu,0.5905,0.2571,0.0001,0.0001
přívěsu,0.5038,0.1705,0.0001,0.0001
Přístav,0.5767,0.2433,0.0001,0.0001
růžový,0.5333,0.2,0.0001,0.0001
"ten,",0.5233,0.19,0.0001,0.0001
blokem,0.4933,0.16,0.0001,0.0001
GRRM,0.525,0.1917,0.0001,0.0001
majetek,0.53,0.1967,0.0001,0.0001
Dánskem,0.5033,0.17,0.0001,0.0001
Wiles,0.4867,0.1533,0.0001,0.0001
Catching,0.5067,0.1733,0.0001,0.0001
Albánců,0.5067,0.1733,0.0001,0.0001
souseda,0.5067,0.1733,0.0001,0.0001
Lemmy,0.5345,0.2012,0.0001,0.0001
Hustle,0.5258,0.1925,0.0001,0.0001
"224,7",0.5167,0.1833,0.0001,0.0001
celostátní,0.4948,0.1614,0.0001,0.0001
neo-západní,0.5471,0.2138,0.0001,0.0001
Mercedes,0.4781,0.1448,0.0001,0.0001
šindele,0.4867,0.1533,0.0001,0.0001
Hlasu,0.4971,0.1638,0.0001,0.0001
Bharat,0.4933,0.16,0.0001,0.0001
Iowa,0.5079,0.1745,0.0001,0.0001
převrat,0.5133,0.18,0.0001,0.0001
malířů,0.5567,0.2233,0.0001,0.0001
Tonight,0.5567,0.2233,0.0001,0.0001
zmíněna,0.5567,0.2233,0.0001,0.0001
štítek,0.5345,0.2012,0.0001,0.0001
důstojníka,0.4867,0.1533,0.0001,0.0001
posmrtný,0.5126,0.1793,0.0001,0.0001
Can,0.48,0.1467,0.0001,0.0001
sešel,0.4921,0.1588,0.0001,0.0001
nadpřirozené,0.4905,0.1571,0.0001,0.0001
libru,0.4733,0.14,0.0001,0.0001
zabily,0.5067,0.1733,0.0001,0.0001
přepsán,0.5145,0.1812,0.0001,0.0001
rozhodčí,0.4745,0.1412,0.0001,0.0001
Delevigne,0.51,0.1767,0.0001,0.0001
skupinami,0.4962,0.1629,0.0001,0.0001
pozoruhodných,0.5024,0.169,0.0001,0.0001
zastavení,0.44,0.1067,0.0001,0.0001
"26,4",0.5129,0.1795,0.0001,0.0001
uvězněn,0.47,0.1367,0.0001,0.0001
trestné,0.47,0.1367,0.0001,0.0001
Jessicy,0.47,0.1367,0.0001,0.0001
Fordem,0.48,0.1467,0.0001,0.0001
Therouxe,0.4629,0.1295,0.0001,0.0001
pevnost,0.4433,0.11,0.0001,0.0001
níž,0.5229,0.1895,0.0001,0.0001
marketingové,0.4533,0.12,0.0001,0.0001
darebáka,0.4533,0.12,0.0001,0.0001
Vlad,0.46,0.1267,0.0001,0.0001
Jižního,0.46,0.1267,0.0001,0.0001
soudech,0.4567,0.1233,0.0001,0.0001
Pratta,0.4767,0.1433,0.0001,0.0001
Patti,0.4767,0.1433,0.0001,0.0001
jedničky,0.4633,0.13,0.0001,0.0001
kurtu,0.4867,0.1533,0.0001,0.0001
