,productivity,utility,coverage,harmonic_mean
##des,0.4172,0.0839,0.0005,0.001
Eagles,0.4185,0.0851,0.0005,0.001
kata,0.397,0.0636,0.0005,0.001
##nts,0.5757,0.2424,0.0005,0.001
1965,0.4993,0.1659,0.0005,0.001
sitcom,0.4783,0.1449,0.0005,0.001
vody,0.4658,0.1325,0.0005,0.001
ant,0.4581,0.1248,0.0005,0.001
##kers,0.449,0.1157,0.0005,0.001
Sr,0.4021,0.0688,0.0005,0.001
Der,0.4929,0.1596,0.0005,0.001
##rak,0.4758,0.1425,0.0005,0.001
##hol,0.4733,0.14,0.0005,0.001
Rusko,0.4456,0.1122,0.0005,0.001
##mbi,0.4262,0.0929,0.0005,0.001
Cel,0.385,0.0517,0.0005,0.001
Montreal,0.4759,0.1425,0.0005,0.001
Sharif,0.4271,0.0937,0.0005,0.001
##ezen,0.4228,0.0894,0.0005,0.001
##ek,0.4119,0.0786,0.0005,0.001
##co,0.401,0.0677,0.0005,0.001
lo,0.3939,0.0606,0.0005,0.001
##obil,0.7225,0.3891,0.0005,0.001
Arizona,0.6354,0.3021,0.0005,0.001
##nda,0.4564,0.123,0.0005,0.001
soundtrack,0.4563,0.123,0.0005,0.001
##dong,0.4479,0.1146,0.0005,0.001
Orleans,0.4525,0.1191,0.0005,0.001
Moskva,0.4407,0.1074,0.0005,0.001
region,0.4387,0.1054,0.0005,0.001
McCarthy,0.43,0.0967,0.0005,0.001
Ethan,0.4256,0.0923,0.0005,0.001
##over,0.4127,0.0793,0.0005,0.001
Heart,0.4124,0.0791,0.0005,0.001
##pin,0.5299,0.1966,0.0005,0.001
Dreyfus,0.5207,0.1874,0.0005,0.001
##uk,0.5171,0.1838,0.0005,0.001
Marc,0.4541,0.1207,0.0005,0.001
Bryant,0.4467,0.1133,0.0005,0.001
##pokal,0.4243,0.091,0.0005,0.001
term,0.4056,0.0723,0.0005,0.001
Hunger,0.4029,0.0695,0.0005,0.001
##kor,0.3959,0.0626,0.0005,0.001
##das,0.3849,0.0516,0.0005,0.001
##kci,0.7345,0.4011,0.0005,0.001
Leone,0.4538,0.1205,0.0005,0.001
MTV,0.449,0.1156,0.0005,0.001
Dragon,0.4202,0.0868,0.0005,0.001
##iga,0.4204,0.0871,0.0005,0.001
##ouse,0.4007,0.0674,0.0005,0.001
Jay,0.7128,0.3795,0.0005,0.001
place,0.5614,0.2281,0.0005,0.001
FIFA,0.4743,0.1409,0.0005,0.001
DJ,0.4742,0.1409,0.0005,0.001
State,0.4546,0.1213,0.0005,0.001
Peggy,0.402,0.0687,0.0005,0.001
plat,0.3871,0.0538,0.0005,0.001
##mena,0.4643,0.1309,0.0005,0.001
Rhapsody,0.4491,0.1158,0.0005,0.001
index,0.3955,0.0622,0.0005,0.001
Arm,0.527,0.1937,0.0005,0.001
##sil,0.5138,0.1805,0.0005,0.001
Are,0.4782,0.1448,0.0005,0.001
##ference,0.4658,0.1325,0.0005,0.001
Melanie,0.4607,0.1274,0.0005,0.001
Toma,0.4147,0.0814,0.0005,0.001
metro,0.3695,0.0361,0.0005,0.001
Urban,0.7463,0.4129,0.0005,0.001
Mao,0.4553,0.122,0.0005,0.001
##tuje,0.4437,0.1103,0.0005,0.001
Chili,0.4295,0.0962,0.0005,0.001
Food,0.5148,0.1815,0.0005,0.001
Venus,0.4837,0.1503,0.0005,0.001
nove,0.4231,0.0898,0.0005,0.001
Everton,0.4356,0.1023,0.0005,0.001
pala,0.3849,0.0515,0.0005,0.001
##zvan,0.5017,0.1683,0.0005,0.001
Arch,0.4429,0.1096,0.0005,0.001
Bridge,0.4326,0.0993,0.0005,0.001
##onal,0.8379,0.5046,0.0005,0.001
##veni,0.411,0.0777,0.0005,0.001
Khalifa,0.3896,0.0562,0.0005,0.001
Schon,0.3804,0.0471,0.0005,0.001
##chy,0.3801,0.0467,0.0005,0.001
Lil,0.3712,0.0379,0.0005,0.001
Gift,1.0,0.6667,0.0005,0.001
Margot,0.5734,0.24,0.0005,0.001
Lion,0.4935,0.1602,0.0005,0.001
##tog,0.4563,0.123,0.0005,0.001
##hill,0.4462,0.1129,0.0005,0.001
##lske,0.4026,0.0692,0.0005,0.001
Viktor,0.4086,0.0753,0.0005,0.001
##uhan,0.3921,0.0588,0.0005,0.001
##stat,0.391,0.0577,0.0005,0.001
##nn,0.3759,0.0425,0.0005,0.001
Cristiano,0.4543,0.121,0.0005,0.001
Peppers,0.4365,0.1032,0.0005,0.001
Guam,0.4153,0.0819,0.0005,0.001
##iku,0.4187,0.0854,0.0005,0.001
Beauty,0.5753,0.242,0.0005,0.001
vyskytuje,0.4793,0.146,0.0005,0.001
planeta,0.4633,0.13,0.0005,0.001
Leonard,0.4468,0.1135,0.0005,0.001
Un,0.4388,0.1054,0.0005,0.001
##rke,0.4132,0.0799,0.0005,0.001
Bro,0.3931,0.0597,0.0005,0.001
##patra,0.3841,0.0507,0.0005,0.001
Model,0.6263,0.293,0.0005,0.001
##aal,0.4391,0.1057,0.0005,0.001
Nikita,0.4308,0.0974,0.0005,0.001
tv,0.4014,0.068,0.0005,0.001
1973,0.3951,0.0617,0.0005,0.001
Orson,0.3998,0.0664,0.0005,0.001
Welles,0.3998,0.0664,0.0005,0.001
Ver,0.3791,0.0458,0.0005,0.001
funkce,0.4908,0.1574,0.0005,0.001
Miles,0.3951,0.0617,0.0005,0.001
##war,0.6218,0.2884,0.0005,0.001
En,0.4348,0.1015,0.0005,0.001
##rka,0.4255,0.0922,0.0005,0.001
set,0.4127,0.0794,0.0005,0.001
oz,0.4138,0.0805,0.0005,0.001
Pearl,0.4122,0.0789,0.0005,0.001
Leicester,0.4006,0.0673,0.0005,0.001
lov,0.3793,0.046,0.0005,0.001
##dh,0.3736,0.0402,0.0005,0.001
##pop,0.583,0.2496,0.0005,0.001
Taj,0.5095,0.1761,0.0005,0.001
Dec,0.4517,0.1184,0.0005,0.001
Jesse,0.4441,0.1107,0.0005,0.001
Len,0.4322,0.0989,0.0005,0.001
Saskatchewan,0.4158,0.0825,0.0005,0.001
##udoval,0.4582,0.1249,0.0005,0.001
Actors,0.427,0.0936,0.0005,0.001
Screen,0.427,0.0936,0.0005,0.001
Sul,0.4103,0.0769,0.0005,0.001
stran,0.4178,0.0845,0.0005,0.001
##ucci,0.4121,0.0787,0.0005,0.001
Manhattan,0.4012,0.0679,0.0005,0.001
Kung,0.3883,0.055,0.0005,0.001
Right,0.5245,0.1912,0.0005,0.001
Meg,0.5081,0.1748,0.0005,0.001
doby,0.4982,0.1649,0.0005,0.001
Perl,0.4793,0.1459,0.0005,0.001
Miss,0.4339,0.1006,0.0005,0.001
YouTube,0.3783,0.045,0.0005,0.001
bel,0.4589,0.1256,0.0005,0.001
##tne,0.4094,0.076,0.0005,0.001
Run,0.393,0.0596,0.0005,0.001
epizoda,0.3937,0.0604,0.0005,0.001
##inu,0.5783,0.245,0.0005,0.001
meg,0.4626,0.1293,0.0005,0.001
##bro,0.4302,0.0969,0.0005,0.001
##K,0.4137,0.0804,0.0005,0.001
1961,0.4088,0.0754,0.0005,0.001
##eny,0.4079,0.0746,0.0005,0.001
##dit,0.402,0.0687,0.0005,0.001
##sby,0.3768,0.0435,0.0005,0.001
golf,0.5077,0.1744,0.0005,0.001
##ile,0.4666,0.1333,0.0005,0.001
##lay,0.4415,0.1081,0.0005,0.001
Luce,0.4224,0.0891,0.0005,0.001
Microsoft,0.387,0.0537,0.0005,0.001
WTA,0.5126,0.1793,0.0005,0.001
Horror,0.4802,0.1469,0.0005,0.001
osi,0.4122,0.0788,0.0005,0.001
##che,0.4088,0.0755,0.0005,0.001
##sov,0.4031,0.0698,0.0005,0.001
Jennings,0.4,0.0667,0.0005,0.001
##zena,0.3955,0.0622,0.0005,0.001
##fa,0.3932,0.0599,0.0005,0.001
Brie,0.3863,0.053,0.0005,0.001
Metro,0.538,0.2046,0.0005,0.001
Shane,0.4356,0.1023,0.0005,0.001
##gno,0.4257,0.0924,0.0005,0.001
Purple,0.4044,0.071,0.0005,0.001
##lam,0.6666,0.3333,0.0005,0.001
Wind,0.4832,0.1498,0.0005,0.001
Legenda,0.4348,0.1014,0.0005,0.0009
Lange,0.4006,0.0673,0.0005,0.0009
Chandra,0.3791,0.0457,0.0005,0.0009
##san,0.4945,0.1612,0.0005,0.0009
Vita,0.4389,0.1056,0.0005,0.0009
##bii,0.4346,0.1013,0.0005,0.0009
##slim,0.4115,0.0781,0.0005,0.0009
Florida,0.4061,0.0728,0.0005,0.0009
Kongo,0.3703,0.0369,0.0005,0.0009
Les,0.4487,0.1154,0.0005,0.0009
banky,0.437,0.1037,0.0005,0.0009
Close,0.4209,0.0875,0.0005,0.0009
Courtney,0.3992,0.0658,0.0005,0.0009
Nation,0.5626,0.2293,0.0005,0.0009
Stones,0.519,0.1856,0.0005,0.0009
im,0.4874,0.154,0.0005,0.0009
Leopold,0.4668,0.1334,0.0005,0.0009
Janeiro,0.459,0.1256,0.0005,0.0009
Rush,0.431,0.0977,0.0005,0.0009
News,0.4282,0.0949,0.0005,0.0009
##ismu,0.429,0.0957,0.0005,0.0009
##xie,0.4249,0.0916,0.0005,0.0009
Sunshine,0.4196,0.0863,0.0005,0.0009
Su,0.417,0.0837,0.0005,0.0009
Costa,0.4035,0.0702,0.0005,0.0009
Buddhism,0.4067,0.0734,0.0005,0.0009
Julia,0.4409,0.1076,0.0005,0.0009
##kes,0.4147,0.0813,0.0005,0.0009
##rend,0.41,0.0767,0.0005,0.0009
##ach,0.4081,0.0747,0.0005,0.0009
##hi,0.3927,0.0594,0.0005,0.0009
Griffith,0.4773,0.1439,0.0005,0.0009
##rici,0.4674,0.1341,0.0005,0.0009
Central,0.4492,0.1159,0.0005,0.0009
Macau,0.4458,0.1124,0.0005,0.0009
Firth,0.4389,0.1056,0.0005,0.0009
Erich,0.4328,0.0995,0.0005,0.0009
Hilary,0.402,0.0687,0.0005,0.0009
nesta,0.8076,0.4742,0.0005,0.0009
##gian,0.4911,0.1577,0.0005,0.0009
Alle,0.4911,0.1577,0.0005,0.0009
War,0.4859,0.1526,0.0005,0.0009
##bek,0.4673,0.1339,0.0005,0.0009
##cchi,0.4398,0.1065,0.0005,0.0009
Joel,0.4338,0.1004,0.0005,0.0009
Sally,0.4046,0.0713,0.0005,0.0009
##oty,0.3928,0.0595,0.0005,0.0009
Shake,0.3861,0.0528,0.0005,0.0009
syna,0.664,0.3307,0.0005,0.0009
Seymour,0.4968,0.1634,0.0005,0.0009
Gen,0.4968,0.1635,0.0005,0.0009
Galaxy,0.4738,0.1405,0.0005,0.0009
procent,0.4669,0.1336,0.0005,0.0009
##tva,0.427,0.0936,0.0005,0.0009
Michaels,0.4105,0.0772,0.0005,0.0009
nechal,0.3971,0.0638,0.0005,0.0009
##ssi,0.3937,0.0603,0.0005,0.0009
Tunis,0.5109,0.1776,0.0005,0.0009
Nickelodeon,0.4385,0.1052,0.0005,0.0009
##ococcus,0.4186,0.0853,0.0005,0.0009
Buckingham,0.4116,0.0783,0.0005,0.0009
Im,0.3982,0.0649,0.0005,0.0009
##isto,0.6392,0.3058,0.0005,0.0009
Future,0.4579,0.1246,0.0005,0.0009
##nal,0.4417,0.1083,0.0005,0.0009
##adh,0.4379,0.1046,0.0005,0.0009
##jsko,0.3865,0.0532,0.0005,0.0009
##tup,0.514,0.1806,0.0005,0.0009
##hun,0.4754,0.1421,0.0005,0.0009
##Z,0.4676,0.1343,0.0005,0.0009
Nintendo,0.4401,0.1068,0.0005,0.0009
Has,0.4417,0.1083,0.0005,0.0009
Journey,0.4236,0.0903,0.0005,0.0009
gram,0.3817,0.0483,0.0005,0.0009
Kar,0.393,0.0596,0.0005,0.0009
French,0.4798,0.1465,0.0005,0.0009
Bruno,0.4522,0.1188,0.0005,0.0009
##voy,0.4438,0.1105,0.0005,0.0009
em,0.44,0.1066,0.0005,0.0009
Hart,0.3995,0.0661,0.0005,0.0009
Maynard,0.3934,0.0601,0.0005,0.0009
Gerard,0.3785,0.0451,0.0005,0.0009
##illa,0.688,0.3547,0.0005,0.0009
##har,0.5496,0.2163,0.0005,0.0009
##rin,0.5361,0.2028,0.0005,0.0009
Steel,0.4719,0.1386,0.0005,0.0009
vice,0.4588,0.1254,0.0005,0.0009
funkci,0.4472,0.1138,0.0005,0.0009
Freddie,0.4414,0.1081,0.0005,0.0009
##logie,0.4072,0.0738,0.0005,0.0009
##dne,0.3964,0.0631,0.0005,0.0009
Tennessee,0.3839,0.0505,0.0005,0.0009
fila,0.4569,0.1235,0.0005,0.0009
##ologii,0.4251,0.0917,0.0005,0.0009
Roberta,0.4201,0.0868,0.0005,0.0009
Pratt,0.4182,0.0848,0.0005,0.0009
##tna,0.3698,0.0364,0.0005,0.0009
Luke,0.7632,0.4299,0.0005,0.0009
rusky,0.5311,0.1978,0.0005,0.0009
##quette,0.5157,0.1824,0.0005,0.0009
Omar,0.5033,0.17,0.0005,0.0009
Role,0.5026,0.1693,0.0005,0.0009
sil,0.4176,0.0842,0.0005,0.0009
##lip,0.4154,0.0821,0.0005,0.0009
Dane,0.405,0.0717,0.0005,0.0009
##lil,0.403,0.0697,0.0005,0.0009
lot,0.9111,0.5778,0.0005,0.0009
stalo,0.4689,0.1355,0.0005,0.0009
viz,0.461,0.1277,0.0005,0.0009
This,0.4481,0.1148,0.0005,0.0009
Monica,0.43,0.0967,0.0005,0.0009
ostatni,0.4217,0.0883,0.0005,0.0009
##mbu,0.415,0.0816,0.0005,0.0009
Napoleon,0.3888,0.0554,0.0005,0.0009
Libanon,0.3731,0.0398,0.0005,0.0009
Christine,0.391,0.0577,0.0005,0.0009
Abs,0.6097,0.2764,0.0005,0.0009
Jose,0.5843,0.251,0.0005,0.0009
Bohemia,0.4567,0.1234,0.0005,0.0009
##hado,0.446,0.1127,0.0005,0.0009
##iana,0.4205,0.0872,0.0005,0.0009
##rna,0.422,0.0886,0.0005,0.0009
##nky,0.4053,0.072,0.0005,0.0009
Cohen,0.3814,0.048,0.0005,0.0009
Heidi,0.385,0.0517,0.0005,0.0009
Kidd,0.5504,0.2171,0.0005,0.0009
##lada,0.5116,0.1782,0.0005,0.0009
##M,0.4856,0.1523,0.0005,0.0009
Jenna,0.427,0.0936,0.0005,0.0009
##yni,0.4274,0.0941,0.0005,0.0009
Scream,0.4179,0.0846,0.0005,0.0009
##zt,0.3932,0.0599,0.0005,0.0009
##aly,0.4668,0.1335,0.0004,0.0009
Movie,0.4496,0.1162,0.0004,0.0009
##nik,0.4504,0.1171,0.0004,0.0009
##tein,0.4457,0.1123,0.0004,0.0009
##AL,0.3994,0.0661,0.0004,0.0009
##pod,0.8697,0.5364,0.0004,0.0009
##chov,0.6388,0.3054,0.0004,0.0009
Empire,0.4564,0.1231,0.0004,0.0009
ide,0.4373,0.1039,0.0004,0.0009
liter,0.4217,0.0884,0.0004,0.0009
Archie,0.4148,0.0815,0.0004,0.0009
Nikola,0.4044,0.071,0.0004,0.0009
Avril,0.406,0.0726,0.0004,0.0009
##vigne,0.406,0.0726,0.0004,0.0009
Arrow,0.4039,0.0706,0.0004,0.0009
Uz,0.3996,0.0662,0.0004,0.0009
Jobs,0.3981,0.0648,0.0004,0.0009
##roll,0.3808,0.0475,0.0004,0.0009
Sunrise,0.946,0.6126,0.0004,0.0009
Belle,0.9356,0.6022,0.0004,0.0009
##verso,0.4819,0.1486,0.0004,0.0009
Keys,0.4695,0.1361,0.0004,0.0009
Mans,0.449,0.1157,0.0004,0.0009
Quinn,0.4144,0.0811,0.0004,0.0009
Peru,0.4126,0.0793,0.0004,0.0009
Willis,0.4101,0.0768,0.0004,0.0009
##olo,0.4069,0.0736,0.0004,0.0009
##rej,0.6438,0.3104,0.0004,0.0009
##nst,0.4431,0.1097,0.0004,0.0009
Porto,0.4497,0.1164,0.0004,0.0009
kraj,0.4384,0.1051,0.0004,0.0009
programu,0.4125,0.0791,0.0004,0.0009
Cost,0.4055,0.0721,0.0004,0.0009
zlato,0.3958,0.0625,0.0004,0.0009
##erii,0.8416,0.5082,0.0004,0.0009
klubu,0.7272,0.3938,0.0004,0.0009
##tke,0.5187,0.1853,0.0004,0.0009
Get,0.4999,0.1666,0.0004,0.0009
Ruska,0.4892,0.1559,0.0004,0.0009
Kentucky,0.4472,0.1138,0.0004,0.0009
##board,0.4291,0.0958,0.0004,0.0009
box,0.4044,0.0711,0.0004,0.0009
##sce,0.3845,0.0512,0.0004,0.0009
##lha,0.5222,0.1889,0.0004,0.0009
##jk,0.454,0.1206,0.0004,0.0009
Kathy,0.4646,0.1313,0.0004,0.0009
##ede,0.4195,0.0862,0.0004,0.0009
Hongkong,0.4082,0.0749,0.0004,0.0009
Bates,0.4186,0.0853,0.0004,0.0009
autora,0.3916,0.0583,0.0004,0.0009
##vero,0.4994,0.1661,0.0004,0.0009
provozu,0.4908,0.1575,0.0004,0.0009
drog,0.489,0.1557,0.0004,0.0009
##redible,0.4703,0.1369,0.0004,0.0009
##bo,0.4535,0.1202,0.0004,0.0009
produkt,0.4425,0.1092,0.0004,0.0009
Phelps,0.3941,0.0608,0.0004,0.0009
Left,0.382,0.0487,0.0004,0.0009
Walsh,0.3721,0.0387,0.0004,0.0009
##prve,0.8552,0.5219,0.0004,0.0009
Detective,0.475,0.1416,0.0004,0.0009
##hou,0.4448,0.1115,0.0004,0.0009
doktora,0.4454,0.112,0.0004,0.0009
Drew,0.4366,0.1033,0.0004,0.0009
Madison,0.4281,0.0948,0.0004,0.0009
##meri,0.4087,0.0754,0.0004,0.0009
1937,0.4043,0.071,0.0004,0.0009
Dy,0.399,0.0657,0.0004,0.0009
starost,0.6035,0.2702,0.0004,0.0009
Pope,0.5426,0.2092,0.0004,0.0009
Dol,0.5214,0.1881,0.0004,0.0009
##plo,0.4962,0.1629,0.0004,0.0009
Celtic,0.4921,0.1587,0.0004,0.0009
1954,0.4613,0.128,0.0004,0.0009
Dates,0.4602,0.1268,0.0004,0.0009
##nki,0.4485,0.1152,0.0004,0.0009
##ras,0.4426,0.1092,0.0004,0.0009
VHS,0.4007,0.0673,0.0004,0.0009
Married,0.4039,0.0706,0.0004,0.0009
##duje,0.5111,0.1777,0.0004,0.0009
Forest,0.4926,0.1592,0.0004,0.0009
Edge,0.4382,0.1048,0.0004,0.0009
Daddy,0.4196,0.0863,0.0004,0.0009
Suprema,0.3763,0.043,0.0004,0.0009
##ter,0.6112,0.2779,0.0004,0.0009
##oy,0.4857,0.1523,0.0004,0.0009
mini,0.4732,0.1399,0.0004,0.0009
##uille,0.4041,0.0707,0.0004,0.0009
Gala,0.4035,0.0702,0.0004,0.0009
##tlu,0.3912,0.0578,0.0004,0.0009
Sin,0.4068,0.0735,0.0004,0.0009
rostlin,0.5003,0.167,0.0004,0.0009
Ves,0.4963,0.163,0.0004,0.0009
nosi,0.4287,0.0954,0.0004,0.0009
##cat,0.4194,0.0861,0.0004,0.0009
##imi,0.404,0.0706,0.0004,0.0009
##street,0.5911,0.2577,0.0004,0.0009
Things,0.5283,0.1949,0.0004,0.0009
Cass,0.4875,0.1542,0.0004,0.0009
##ezi,0.4314,0.0981,0.0004,0.0009
##kh,0.4033,0.07,0.0004,0.0009
univerzity,0.3873,0.054,0.0004,0.0009
##coming,0.5324,0.199,0.0004,0.0009
turi,0.4473,0.114,0.0004,0.0009
bot,0.4415,0.1081,0.0004,0.0009
zobrazuje,0.4224,0.089,0.0004,0.0009
Kong,0.4051,0.0718,0.0004,0.0009
##anten,0.4075,0.0742,0.0004,0.0009
##rgie,0.3895,0.0561,0.0004,0.0009
Bermuda,0.38,0.0467,0.0004,0.0009
ligy,0.3944,0.0611,0.0004,0.0009
Tarzan,0.48,0.1467,0.0004,0.0009
Internet,0.4151,0.0817,0.0004,0.0009
High,0.4165,0.0832,0.0004,0.0009
##dri,0.4107,0.0774,0.0004,0.0009
##ned,0.4081,0.0748,0.0004,0.0009
Triple,0.4091,0.0758,0.0004,0.0009
Bowl,0.3945,0.0612,0.0004,0.0009
##lika,0.3946,0.0613,0.0004,0.0009
Mag,0.3741,0.0408,0.0004,0.0009
##uli,0.6611,0.3277,0.0004,0.0009
##acho,0.5112,0.1778,0.0004,0.0009
##burn,0.5106,0.1773,0.0004,0.0009
##last,0.5024,0.169,0.0004,0.0009
Minneapolis,0.4887,0.1553,0.0004,0.0009
Hannibal,0.4454,0.1121,0.0004,0.0009
med,0.4235,0.0902,0.0004,0.0009
##cko,0.3844,0.0511,0.0004,0.0009
1950,0.7292,0.3959,0.0004,0.0009
TV,0.5645,0.2312,0.0004,0.0009
Express,0.4697,0.1364,0.0004,0.0009
##uch,0.4525,0.1192,0.0004,0.0009
MVP,0.4248,0.0915,0.0004,0.0009
Judy,0.416,0.0827,0.0004,0.0009
tom,0.419,0.0857,0.0004,0.0009
metal,0.3854,0.052,0.0004,0.0009
##just,0.3777,0.0444,0.0004,0.0009
##cence,0.5826,0.2493,0.0004,0.0009
##dern,0.5345,0.2011,0.0004,0.0009
##eti,0.4722,0.1388,0.0004,0.0009
Art,0.4564,0.1231,0.0004,0.0009
Ferguson,0.426,0.0927,0.0004,0.0009
les,0.4848,0.1515,0.0004,0.0008
vok,0.469,0.1357,0.0004,0.0008
Keller,0.4468,0.1135,0.0004,0.0008
##oe,0.4174,0.0841,0.0004,0.0008
nose,0.4119,0.0786,0.0004,0.0008
##hry,0.4008,0.0675,0.0004,0.0008
##win,0.394,0.0607,0.0004,0.0008
det,0.3932,0.0598,0.0004,0.0008
romano,0.5839,0.2506,0.0004,0.0008
##ria,0.5603,0.227,0.0004,0.0008
nel,0.5416,0.2082,0.0004,0.0008
tak,0.529,0.1957,0.0004,0.0008
AJ,0.4533,0.12,0.0004,0.0008
##bat,0.4484,0.1151,0.0004,0.0008
Whitman,0.4489,0.1156,0.0004,0.0008
klima,0.4319,0.0985,0.0004,0.0008
##leno,0.4182,0.0849,0.0004,0.0008
##off,0.399,0.0656,0.0004,0.0008
##bry,0.4065,0.0732,0.0004,0.0008
##ekti,0.3786,0.0453,0.0004,0.0008
##rba,0.3678,0.0345,0.0004,0.0008
Qua,0.4474,0.114,0.0004,0.0008
Palace,0.4355,0.1021,0.0004,0.0008
##efer,0.4275,0.0942,0.0004,0.0008
Clark,0.4129,0.0796,0.0004,0.0008
Kobe,0.4035,0.0702,0.0004,0.0008
Cove,0.3878,0.0545,0.0004,0.0008
kolonie,0.3822,0.0488,0.0004,0.0008
Jeremy,0.4993,0.166,0.0004,0.0008
stanice,0.422,0.0886,0.0004,0.0008
Pacific,0.415,0.0817,0.0004,0.0008
anti,0.5924,0.259,0.0004,0.0008
##omb,0.4844,0.1511,0.0004,0.0008
##leda,0.457,0.1237,0.0004,0.0008
##vku,0.4872,0.1539,0.0004,0.0008
##lch,0.4337,0.1004,0.0004,0.0008
Bin,0.4171,0.0838,0.0004,0.0008
Ricky,0.384,0.0507,0.0004,0.0008
##ffa,0.8591,0.5257,0.0004,0.0008
79,0.5827,0.2494,0.0004,0.0008
Antonio,0.5507,0.2174,0.0004,0.0008
##ony,0.4865,0.1532,0.0004,0.0008
char,0.4674,0.1341,0.0004,0.0008
Ona,0.462,0.1287,0.0004,0.0008
##lit,0.4533,0.1199,0.0004,0.0008
Richardson,0.4167,0.0833,0.0004,0.0008
Dean,0.4013,0.068,0.0004,0.0008
##jska,0.3889,0.0556,0.0004,0.0008
Afrik,0.3854,0.0521,0.0004,0.0008
Judd,0.8724,0.539,0.0004,0.0008
##hru,0.4568,0.1235,0.0004,0.0008
##nar,0.4349,0.1016,0.0004,0.0008
Fast,0.4198,0.0864,0.0004,0.0008
rap,0.3949,0.0616,0.0004,0.0008
Annie,0.5713,0.2379,0.0004,0.0008
##hed,0.5216,0.1882,0.0004,0.0008
##zil,0.4573,0.124,0.0004,0.0008
##ago,0.4516,0.1183,0.0004,0.0008
Dum,0.4303,0.0969,0.0004,0.0008
gr,0.4178,0.0845,0.0004,0.0008
Hanna,0.4089,0.0756,0.0004,0.0008
oba,0.5793,0.246,0.0004,0.0008
desa,0.5588,0.2255,0.0004,0.0008
Guyana,0.4586,0.1252,0.0004,0.0008
Eyed,0.4496,0.1163,0.0004,0.0008
##20,0.4324,0.0991,0.0004,0.0008
velkou,0.4203,0.0869,0.0004,0.0008
Rosso,0.3896,0.0563,0.0004,0.0008
Harrison,0.5278,0.1945,0.0004,0.0008
Bradford,0.4867,0.1533,0.0004,0.0008
Op,0.4895,0.1562,0.0004,0.0008
Nas,0.4415,0.1082,0.0004,0.0008
Tha,0.4299,0.0966,0.0004,0.0008
zm,0.4081,0.0747,0.0004,0.0008
anime,0.6474,0.3141,0.0004,0.0008
##hodu,0.5452,0.2119,0.0004,0.0008
eva,0.5369,0.2035,0.0004,0.0008
##lom,0.5401,0.2068,0.0004,0.0008
del,0.493,0.1597,0.0004,0.0008
hora,0.4659,0.1326,0.0004,0.0008
Rashid,0.4527,0.1194,0.0004,0.0008
Too,0.4029,0.0695,0.0004,0.0008
hotel,0.4061,0.0728,0.0004,0.0008
ta,0.3781,0.0448,0.0004,0.0008
##uti,0.5289,0.1955,0.0004,0.0008
##ction,0.5313,0.198,0.0004,0.0008
##dane,0.4916,0.1583,0.0004,0.0008
##pok,0.4984,0.165,0.0004,0.0008
vznikla,0.465,0.1316,0.0004,0.0008
##tle,0.464,0.1306,0.0004,0.0008
golfo,0.4627,0.1294,0.0004,0.0008
Panda,0.3807,0.0474,0.0004,0.0008
hodin,0.7836,0.4502,0.0004,0.0008
prve,0.5324,0.1991,0.0004,0.0008
napad,0.4953,0.162,0.0004,0.0008
Tail,0.4874,0.1541,0.0004,0.0008
ros,0.4726,0.1393,0.0004,0.0008
Otto,0.467,0.1336,0.0004,0.0008
Found,0.4318,0.0985,0.0004,0.0008
Valentine,0.4211,0.0878,0.0004,0.0008
matematik,0.3864,0.0531,0.0004,0.0008
##wr,0.9157,0.5824,0.0004,0.0008
Bol,0.5227,0.1894,0.0004,0.0008
Rumble,0.5142,0.1809,0.0004,0.0008
Ami,0.4432,0.1098,0.0004,0.0008
Gujarat,0.4302,0.0968,0.0004,0.0008
Mort,0.4534,0.12,0.0004,0.0008
star,0.4338,0.1005,0.0004,0.0008
Buck,0.4141,0.0808,0.0004,0.0008
NFL,0.4199,0.0866,0.0004,0.0008
Championship,0.4044,0.0711,0.0004,0.0008
Vivaldi,0.5672,0.2339,0.0004,0.0008
##ologie,0.5087,0.1753,0.0004,0.0008
##ard,0.5154,0.182,0.0004,0.0008
##xia,0.4683,0.1349,0.0004,0.0008
Brandon,0.4496,0.1163,0.0004,0.0008
Megan,0.445,0.1116,0.0004,0.0008
Denver,0.3785,0.0452,0.0004,0.0008
##jay,0.8896,0.5563,0.0004,0.0008
##log,0.6714,0.3381,0.0004,0.0008
##ster,0.4692,0.1359,0.0004,0.0008
Rum,0.4374,0.1041,0.0004,0.0008
Levi,0.4252,0.0918,0.0004,0.0008
Harley,0.4165,0.0832,0.0004,0.0008
Terminator,0.4055,0.0722,0.0004,0.0008
Alive,0.4012,0.0679,0.0004,0.0008
Lamar,0.372,0.0386,0.0004,0.0008
##lle,0.8089,0.4756,0.0004,0.0008
Pod,0.6207,0.2873,0.0004,0.0008
##hoz,0.5717,0.2384,0.0004,0.0008
Parsons,0.4975,0.1642,0.0004,0.0008
##I,0.4738,0.1404,0.0004,0.0008
Buzz,0.4416,0.1083,0.0004,0.0008
Warhol,0.4354,0.102,0.0004,0.0008
Kick,0.4382,0.1048,0.0004,0.0008
##mon,0.4203,0.087,0.0004,0.0008
Buffy,0.4458,0.1125,0.0004,0.0008
elektron,0.3973,0.064,0.0004,0.0008
slo,0.3901,0.0568,0.0004,0.0008
##avy,0.3761,0.0428,0.0004,0.0008
Ch,0.6525,0.3192,0.0004,0.0008
